	player	nationality	position	squad	age	birth_year	games	games_starts	minutes	goals	assists	pens_made	pens_att	cards_yellow	cards_red	goals_per90	assists_per90	goals_assists_per90	goals_pens_per90	goals_assists_pens_per90	xg	npxg	xa	xg_per90	xa_per90	xg_xa_per90	npxg_per90	npxg_xa_per90	minutes_90s	shots_total	shots_on_target	shots_free_kicks	shots_on_target_pct	shots_total_per90	shots_on_target_per90	goals_per_shot	goals_per_shot_on_target	npxg_per_shot	xg_net	npxg_net	passes_completed	passes	passes_pct	passes_total_distance	passes_progressive_distance	passes_completed_short	passes_short	passes_pct_short	passes_completed_medium	passes_medium	passes_pct_medium	passes_completed_long	passes_long	passes_pct_long	xa_net	assisted_shots	passes_into_final_third	passes_into_penalty_area	crosses_into_penalty_area	progressive_passes	passes_live	passes_dead	passes_free_kicks	through_balls	passes_pressure	passes_switches	crosses	corner_kicks	corner_kicks_in	corner_kicks_out	corner_kicks_straight	passes_ground	passes_low	passes_high	passes_left_foot	passes_right_foot	passes_head	throw_ins	passes_other_body	passes_offsides	passes_oob	passes_intercepted	passes_blocked	sca	sca_per90	sca_passes_live	sca_passes_dead	sca_dribbles	sca_shots	sca_fouled	gca	gca_per90	gca_passes_live	gca_passes_dead	gca_dribbles	gca_shots	gca_fouled	gca_og_for	tackles	tackles_won	tackles_def_3rd	tackles_mid_3rd	tackles_att_3rd	dribble_tackles	dribbles_vs	dribble_tackles_pct	dribbled_past	pressures	pressure_regains	pressure_regain_pct	pressures_def_3rd	pressures_mid_3rd	pressures_att_3rd	blocks	blocked_shots	blocked_shots_saves	blocked_passes	interceptions	clearances	errors	touches	touches_def_pen_area	touches_def_3rd	touches_mid_3rd	touches_att_3rd	touches_att_pen_area	touches_live_ball	dribbles_completed	dribbles	dribbles_completed_pct	players_dribbled_past	nutmegs	carries	carry_distance	carry_progressive_distance	pass_targets	passes_received	passes_received_pct	miscontrols	dispossessed	cards_yellow_red	fouls	fouled	offsides	pens_won	pens_conceded	own_goals	ball_recoveries	aerials_won	aerials_lost	aerials_won_pct
1354	Ruslan Malinovskyi	ua UKR	FW,MF	Atalanta	27-233	1993	10.0	6.0	568.0	1.0	2.0	0.0	0.0	2.0	0.0	0.16	0.32	0.48	0.16	0.48	2.2	2.2	2.1	0.34	0.33	0.67	0.34	0.67	6.3	24.0	8.0	6.0	33.3	3.8	1.27	0.04	0.13	0.09	-1.2	-1.2	233.0	319.0	73.0	4723.0	1396.0	83.0	99.0	83.8	102.0	125.0	81.6	39.0	75.0	52.0	-0.1	18.0	19.0	16.0	2.0	42.0	289.0	30.0	9.0	1.0	50.0	21.0	9.0	21.0	7.0	8.0	6.0	225.0	19.0	75.0	288.0	22.0	5.0	0.0	0.0	0.0	9.0	7.0	13.0	30.0	4.75	20.0	6.0	1.0	0.0	2.0	3.0	0.48	2.0	1.0	0.0	0.0	0.0	0.0	9.0	7.0	0.0	7.0	2.0	2.0	4.0	50.0	2.0	105.0	25.0	23.8	13.0	55.0	37.0	5.0	0.0	0.0	5.0	2.0	2.0	0.0	406.0	4.0	33.0	187.0	218.0	26.0	376.0	16.0	23.0	69.6	16.0	2.0	317.0	2008.0	1188.0	372.0	319.0	85.8	15.0	20.0	0.0	11.0	16.0	1.0	0.0	0.0	0.0	37.0	6.0	7.0	46.2
1355	Yunus Mallı	tr TUR	MF	Wolfsburg	28-303	1992	1.0	1.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.22	0.22	0.0	0.22	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	13.0	84.6	204.0	62.0	4.0	4.0	100.0	6.0	7.0	85.7	1.0	2.0	50.0	-0.1	2.0	2.0	1.0	0.0	2.0	12.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2.0	1.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.1	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	3.0	14.0	7.0	1.0	19.0	0.0	2.0	0.0	0.0	0.0	15.0	74.0	47.0	29.0	17.0	58.6	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0
1356	Hugo Mallo	es ESP	DF	Celta Vigo	29-184	1991	11.0	11.0	990.0	1.0	0.0	0.0	0.0	3.0	0.0	0.09	0.0	0.09	0.09	0.09	0.6	0.6	1.4	0.05	0.13	0.18	0.05	0.18	11.0	7.0	3.0	0.0	42.9	0.64	0.27	0.14	0.33	0.08	0.4	0.4	510.0	681.0	74.9	8814.0	3715.0	248.0	282.0	87.9	210.0	271.0	77.5	48.0	106.0	45.3	-1.4	9.0	25.0	12.0	5.0	44.0	543.0	138.0	19.0	1.0	59.0	13.0	28.0	0.0	0.0	0.0	0.0	368.0	158.0	155.0	67.0	430.0	40.0	119.0	5.0	5.0	21.0	8.0	18.0	17.0	1.55	16.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	12.0	13.0	8.0	0.0	4.0	14.0	28.6	10.0	143.0	43.0	30.1	65.0	59.0	19.0	30.0	3.0	0.0	27.0	12.0	40.0	0.0	812.0	43.0	261.0	407.0	181.0	12.0	682.0	8.0	16.0	50.0	8.0	0.0	412.0	1856.0	948.0	508.0	450.0	88.6	14.0	8.0	0.0	18.0	10.0	4.0	0.0	2.0	0.0	124.0	26.0	18.0	59.1
1357	Mickael Malsa	mq MTQ	MF	Levante	25-072	1995	13.0	11.0	932.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.4	0.3	0.04	0.03	0.07	0.04	0.07	10.4	8.0	2.0	0.0	25.0	0.77	0.19	0.0	0.0	0.05	-0.4	-0.4	443.0	510.0	86.9	8663.0	2585.0	171.0	186.0	91.9	196.0	218.0	89.9	70.0	93.0	75.3	-0.3	7.0	41.0	5.0	1.0	51.0	503.0	7.0	6.0	1.0	67.0	13.0	2.0	0.0	0.0	0.0	0.0	403.0	38.0	69.0	56.0	428.0	16.0	0.0	2.0	0.0	6.0	8.0	6.0	13.0	1.34	11.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	17.0	15.0	12.0	0.0	8.0	15.0	53.3	7.0	151.0	47.0	31.1	60.0	79.0	12.0	20.0	6.0	1.0	14.0	16.0	18.0	0.0	609.0	42.0	193.0	378.0	70.0	3.0	603.0	5.0	7.0	71.4	5.0	0.0	445.0	2013.0	1004.0	427.0	404.0	94.6	3.0	12.0	0.0	16.0	18.0	0.0	0.0	0.0	0.0	114.0	9.0	13.0	40.9
1358	Hianga Mananga Mbock	fr FRA	MF	Brest	20-361	1999	9.0	3.0	388.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.05	0.01	0.06	0.05	0.06	4.3	4.0	1.0	1.0	25.0	0.93	0.23	0.0	0.0	0.06	-0.2	-0.2	162.0	177.0	91.5	3696.0	637.0	39.0	41.0	95.1	81.0	87.0	93.1	39.0	42.0	92.9	0.0	1.0	18.0	1.0	0.0	9.0	176.0	1.0	1.0	0.0	28.0	13.0	1.0	0.0	0.0	0.0	0.0	143.0	11.0	23.0	25.0	139.0	6.0	0.0	1.0	1.0	1.0	1.0	3.0	4.0	0.93	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	4.0	2.0	0.0	2.0	6.0	33.3	4.0	84.0	22.0	26.2	37.0	38.0	9.0	6.0	0.0	0.0	6.0	1.0	7.0	0.0	216.0	10.0	73.0	135.0	30.0	2.0	214.0	7.0	9.0	77.8	7.0	0.0	170.0	1059.0	641.0	161.0	156.0	96.9	4.0	6.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	35.0	7.0	5.0	58.3
1359	Vincent Manceau	fr FRA	DF	Angers	31-166	1989	10.0	8.0	779.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.02	0.02	0.0	0.02	8.7	1.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.01	0.0	0.0	431.0	540.0	79.8	7648.0	3775.0	198.0	217.0	91.2	190.0	229.0	83.0	39.0	80.0	48.8	-0.2	3.0	20.0	10.0	4.0	37.0	420.0	120.0	8.0	0.0	38.0	5.0	15.0	0.0	0.0	0.0	0.0	294.0	120.0	126.0	60.0	343.0	20.0	112.0	0.0	0.0	6.0	15.0	15.0	11.0	1.27	8.0	3.0	0.0	0.0	0.0	1.0	0.12	0.0	1.0	0.0	0.0	0.0	0.0	23.0	11.0	12.0	10.0	1.0	13.0	33.0	39.4	20.0	133.0	44.0	33.1	74.0	46.0	13.0	15.0	0.0	0.0	15.0	8.0	32.0	0.0	619.0	35.0	220.0	305.0	126.0	2.0	500.0	3.0	3.0	100.0	3.0	0.0	300.0	1189.0	671.0	356.0	337.0	94.7	0.0	2.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0	82.0	7.0	7.0	50.0
1360	Gianluca Mancini	it ITA	DF	Roma	24-250	1996	11.0	11.0	892.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.0	0.03	0.0	0.03	0.03	0.03	9.9	4.0	2.0	0.0	50.0	0.4	0.2	0.0	0.0	0.07	-0.3	-0.3	458.0	528.0	86.7	9082.0	2553.0	150.0	167.0	89.8	239.0	264.0	90.5	64.0	86.0	74.4	0.0	0.0	29.0	2.0	0.0	24.0	505.0	23.0	21.0	0.0	49.0	3.0	0.0	0.0	0.0	0.0	0.0	423.0	45.0	60.0	55.0	442.0	14.0	2.0	2.0	0.0	7.0	5.0	10.0	4.0	0.4	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	12.0	10.0	10.0	2.0	4.0	11.0	36.4	7.0	133.0	44.0	33.1	60.0	66.0	7.0	13.0	5.0	0.0	8.0	12.0	27.0	0.0	607.0	63.0	257.0	330.0	57.0	11.0	584.0	1.0	2.0	50.0	2.0	0.0	406.0	1931.0	1037.0	451.0	437.0	96.9	3.0	2.0	0.0	22.0	10.0	2.0	0.0	1.0	0.0	67.0	19.0	9.0	67.9
1361	Steve Mandanda	fr FRA	GK	Marseille	35-270	1985	14.0	14.0	1260.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	317.0	499.0	63.5	9497.0	6101.0	54.0	54.0	100.0	149.0	154.0	96.8	113.0	290.0	39.0	0.0	0.0	2.0	0.0	0.0	0.0	343.0	156.0	46.0	0.0	35.0	3.0	0.0	0.0	0.0	0.0	0.0	221.0	23.0	255.0	40.0	347.0	0.0	0.0	78.0	0.0	15.0	0.0	0.0	1.0	0.07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	66.7	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	536.0	477.0	535.0	1.0	0.0	0.0	382.0	1.0	1.0	100.0	1.0	0.0	242.0	1158.0	604.0	221.0	221.0	100.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0
1362	Reinildo Mandava	mz MOZ	DF	Lille	26-337	1994	9.0	6.0	586.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.1	0.1	0.0	0.1	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	348.0	423.0	82.3	5798.0	2000.0	180.0	194.0	92.8	128.0	149.0	85.9	32.0	60.0	53.3	-0.6	6.0	28.0	8.0	4.0	25.0	348.0	75.0	9.0	1.0	35.0	5.0	9.0	0.0	0.0	0.0	0.0	262.0	83.0	78.0	282.0	51.0	17.0	66.0	1.0	1.0	5.0	4.0	17.0	11.0	1.69	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	14.0	11.0	6.0	2.0	10.0	17.0	58.8	7.0	98.0	36.0	36.7	35.0	45.0	18.0	8.0	1.0	0.0	7.0	6.0	16.0	0.0	477.0	15.0	116.0	266.0	116.0	4.0	406.0	2.0	6.0	33.3	3.0	0.0	289.0	1206.0	601.0	310.0	292.0	94.2	3.0	6.0	0.0	13.0	10.0	0.0	0.0	0.0	0.0	62.0	10.0	4.0	71.4
1363	Aïssa Mandi	dz ALG	DF	Betis	29-062	1991	8.0	7.0	592.0	1.0	0.0	0.0	0.0	4.0	2.0	0.15	0.0	0.15	0.15	0.15	0.5	0.5	0.1	0.07	0.01	0.08	0.07	0.08	6.6	2.0	2.0	0.0	100.0	0.3	0.3	0.5	0.5	0.24	0.5	0.5	354.0	385.0	91.9	8294.0	2831.0	87.0	93.0	93.5	177.0	182.0	97.3	88.0	104.0	84.6	-0.1	1.0	7.0	1.0	0.0	15.0	369.0	16.0	13.0	0.0	39.0	18.0	0.0	0.0	0.0	0.0	0.0	308.0	33.0	44.0	35.0	323.0	16.0	2.0	1.0	1.0	2.0	1.0	3.0	4.0	0.61	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	6.0	0.0	0.0	2.0	3.0	66.7	1.0	61.0	20.0	32.8	33.0	24.0	4.0	11.0	4.0	1.0	7.0	4.0	20.0	0.0	425.0	39.0	229.0	205.0	9.0	3.0	409.0	1.0	1.0	100.0	1.0	0.0	296.0	1115.0	445.0	313.0	309.0	98.7	1.0	0.0	1.0	10.0	6.0	1.0	0.0	1.0	0.0	56.0	15.0	8.0	65.2
1364	Rolando Mandragora	it ITA	MF	Udinese	23-177	1997	3.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.11	0.05	0.11	0.7	2.0	1.0	0.0	50.0	2.69	1.34	0.0	0.0	0.02	0.0	0.0	17.0	21.0	81.0	298.0	97.0	7.0	8.0	87.5	7.0	7.0	100.0	2.0	3.0	66.7	0.0	1.0	1.0	3.0	0.0	6.0	21.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	3.0	5.0	14.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.69	2.0	0.0	0.0	0.0	0.0	1.0	1.34	1.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	1.0	3.0	0.0	2.0	5.0	40.0	3.0	11.0	2.0	18.2	7.0	4.0	0.0	4.0	2.0	0.0	2.0	2.0	2.0	0.0	38.0	4.0	15.0	16.0	7.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	17.0	75.0	41.0	18.0	15.0	83.3	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	1.0	50.0
1365	Sadio Mané	sn SEN	FW	Liverpool	28-257	1992	13.0	12.0	1060.0	5.0	2.0	0.0	0.0	2.0	0.0	0.42	0.17	0.59	0.42	0.59	6.5	6.5	1.9	0.55	0.16	0.72	0.55	0.72	11.8	40.0	18.0	0.0	45.0	3.4	1.53	0.13	0.28	0.16	-1.5	-1.5	293.0	390.0	75.1	4836.0	971.0	151.0	184.0	82.1	105.0	135.0	77.8	29.0	44.0	65.9	0.1	19.0	12.0	18.0	2.0	33.0	383.0	7.0	1.0	1.0	82.0	6.0	21.0	0.0	0.0	0.0	0.0	279.0	61.0	50.0	100.0	255.0	10.0	6.0	10.0	1.0	3.0	12.0	19.0	47.0	3.99	32.0	0.0	3.0	4.0	7.0	6.0	0.51	2.0	0.0	0.0	2.0	1.0	0.0	16.0	12.0	4.0	6.0	6.0	5.0	11.0	45.5	6.0	175.0	58.0	33.1	22.0	60.0	93.0	13.0	2.0	0.0	11.0	7.0	2.0	0.0	588.0	6.0	40.0	230.0	375.0	98.0	581.0	31.0	49.0	63.3	32.0	2.0	435.0	3175.0	1814.0	684.0	476.0	69.6	36.0	33.0	0.0	25.0	36.0	12.0	1.0	0.0	0.0	54.0	13.0	30.0	30.2
1366	Eliaquim Mangala	fr FRA	DF	Valencia	29-314	1991	4.0	3.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.0	0.11	0.0	0.11	0.11	0.11	2.5	1.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.28	-0.3	-0.3	45.0	68.0	66.2	801.0	251.0	18.0	22.0	81.8	22.0	29.0	75.9	4.0	14.0	28.6	0.0	0.0	2.0	0.0	0.0	2.0	66.0	2.0	2.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	41.0	11.0	16.0	33.0	24.0	6.0	0.0	0.0	0.0	3.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	4.0	16.0	21.0	4.0	0.0	3.0	2.0	0.0	1.0	3.0	13.0	0.0	90.0	15.0	47.0	43.0	3.0	2.0	88.0	1.0	1.0	100.0	1.0	0.0	37.0	219.0	107.0	48.0	42.0	87.5	1.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	24.0	10.0	6.0	62.5
1367	Orel Mangala	be BEL	MF	Stuttgart	22-280	1998	12.0	12.0	1076.0	1.0	2.0	0.0	0.0	3.0	0.0	0.08	0.17	0.25	0.08	0.25	0.7	0.7	0.6	0.06	0.05	0.11	0.06	0.11	12.0	14.0	4.0	0.0	28.6	1.17	0.33	0.07	0.25	0.05	0.3	0.3	436.0	522.0	83.5	7547.0	2015.0	209.0	237.0	88.2	180.0	206.0	87.4	40.0	59.0	67.8	1.4	5.0	35.0	6.0	0.0	39.0	517.0	5.0	4.0	1.0	73.0	5.0	5.0	0.0	0.0	0.0	0.0	435.0	42.0	45.0	70.0	436.0	12.0	1.0	0.0	1.0	5.0	13.0	11.0	24.0	2.01	19.0	0.0	1.0	1.0	2.0	3.0	0.25	2.0	0.0	0.0	0.0	0.0	0.0	17.0	12.0	6.0	8.0	3.0	8.0	12.0	66.7	4.0	127.0	43.0	33.9	29.0	69.0	29.0	26.0	7.0	0.0	19.0	11.0	17.0	0.0	688.0	41.0	167.0	383.0	197.0	23.0	683.0	31.0	44.0	70.5	32.0	1.0	513.0	2925.0	1512.0	545.0	474.0	87.0	18.0	36.0	0.0	18.0	13.0	0.0	0.0	0.0	0.0	119.0	4.0	5.0	44.4
1368	Thomas Mangani	fr FRA	MF	Angers	33-238	1987	15.0	14.0	1128.0	1.0	1.0	1.0	1.0	3.0	0.0	0.08	0.08	0.16	0.0	0.08	1.3	0.5	1.5	0.1	0.12	0.22	0.04	0.16	12.5	12.0	3.0	3.0	25.0	0.96	0.24	0.0	0.0	0.05	-0.3	-0.5	652.0	801.0	81.4	12502.0	4173.0	276.0	309.0	89.3	275.0	310.0	88.7	91.0	165.0	55.2	-0.5	14.0	67.0	7.0	1.0	88.0	732.0	69.0	42.0	2.0	96.0	21.0	14.0	24.0	8.0	11.0	4.0	536.0	85.0	180.0	625.0	128.0	31.0	3.0	2.0	2.0	7.0	6.0	11.0	25.0	1.99	17.0	7.0	0.0	1.0	0.0	2.0	0.16	1.0	1.0	0.0	0.0	0.0	0.0	24.0	17.0	9.0	12.0	3.0	10.0	36.0	27.8	26.0	257.0	67.0	26.1	74.0	155.0	28.0	23.0	4.0	0.0	19.0	8.0	19.0	0.0	909.0	29.0	200.0	574.0	166.0	10.0	837.0	5.0	8.0	62.5	5.0	0.0	573.0	2557.0	1052.0	637.0	607.0	95.3	8.0	6.0	0.0	7.0	5.0	1.0	0.0	0.0	0.0	147.0	12.0	11.0	52.2
1369	Vito Mannone	it ITA	GK	Monaco	32-296	1988	7.0	7.0	630.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	228.0	71.1	5165.0	3087.0	19.0	19.0	100.0	77.0	78.0	98.7	66.0	131.0	50.4	0.0	0.0	1.0	0.0	0.0	1.0	175.0	53.0	9.0	0.0	23.0	7.0	0.0	0.0	0.0	0.0	0.0	112.0	11.0	105.0	11.0	183.0	1.0	0.0	22.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	208.0	232.0	1.0	0.0	0.0	180.0	0.0	0.0	0.0	0.0	0.0	132.0	506.0	218.0	134.0	133.0	99.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
1370	Kostas Manolas	gr GRE	DF	Napoli	29-192	1991	12.0	11.0	981.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.4	0.02	0.04	0.06	0.02	0.06	10.9	3.0	1.0	0.0	33.3	0.28	0.09	0.0	0.0	0.09	-0.3	-0.3	667.0	717.0	93.0	13885.0	3705.0	193.0	204.0	94.6	360.0	371.0	97.0	105.0	131.0	80.2	-0.4	3.0	21.0	1.0	0.0	27.0	689.0	28.0	21.0	1.0	42.0	14.0	1.0	0.0	0.0	0.0	0.0	599.0	60.0	58.0	90.0	592.0	21.0	2.0	2.0	0.0	12.0	7.0	1.0	8.0	0.73	6.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	10.0	13.0	3.0	0.0	7.0	11.0	63.6	4.0	69.0	25.0	36.2	48.0	19.0	2.0	16.0	7.0	0.0	9.0	7.0	39.0	0.0	797.0	95.0	381.0	438.0	16.0	7.0	769.0	2.0	2.0	100.0	2.0	0.0	534.0	2485.0	1313.0	615.0	603.0	98.0	1.0	0.0	0.0	9.0	4.0	1.0	0.0	0.0	0.0	83.0	21.0	13.0	61.8
1371	Javier Manquillo	es ESP	DF	Newcastle Utd	26-232	1994	6.0	5.0	460.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.04	0.04	0.0	0.04	5.1	1.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.02	0.0	0.0	158.0	214.0	73.8	2567.0	1096.0	90.0	96.0	93.8	50.0	69.0	72.5	14.0	36.0	38.9	-0.2	3.0	5.0	2.0	1.0	12.0	174.0	40.0	3.0	0.0	24.0	8.0	11.0	0.0	0.0	0.0	0.0	115.0	46.0	53.0	13.0	155.0	6.0	37.0	0.0	0.0	4.0	2.0	10.0	5.0	0.98	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	8.0	6.0	7.0	1.0	4.0	6.0	66.7	2.0	56.0	18.0	32.1	30.0	20.0	6.0	8.0	1.0	0.0	7.0	3.0	11.0	0.0	262.0	17.0	78.0	113.0	90.0	4.0	223.0	2.0	5.0	40.0	2.0	0.0	144.0	963.0	570.0	170.0	147.0	86.5	7.0	5.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	38.0	6.0	6.0	50.0
1372	Juan Manuel Ramos	uy URU	DF	Spezia	24-012	1996	2.0	2.0	180.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.01	0.05	0.07	0.01	0.07	2.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.03	0.0	0.0	76.0	99.0	76.8	1433.0	599.0	36.0	43.0	83.7	26.0	31.0	83.9	13.0	18.0	72.2	-0.1	2.0	2.0	3.0	1.0	4.0	79.0	20.0	0.0	0.0	18.0	2.0	2.0	2.0	0.0	2.0	0.0	52.0	22.0	25.0	69.0	7.0	2.0	18.0	0.0	0.0	1.0	2.0	7.0	3.0	1.5	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	50.0	1.0	16.0	7.0	43.8	9.0	5.0	2.0	4.0	0.0	0.0	4.0	0.0	6.0	0.0	116.0	5.0	39.0	55.0	30.0	0.0	96.0	3.0	3.0	100.0	3.0	1.0	66.0	461.0	297.0	77.0	69.0	89.6	3.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	16.0	3.0	0.0	100.0
1373	Myziane Maolida	fr FRA	MF,FW	Nice	21-313	1999	5.0	2.0	184.0	1.0	0.0	0.0	0.0	1.0	0.0	0.49	0.0	0.49	0.49	0.49	0.7	0.7	0.4	0.32	0.18	0.51	0.32	0.51	2.0	1.0	1.0	0.0	100.0	0.49	0.49	1.0	1.0	0.66	0.3	0.3	61.0	78.0	78.2	969.0	256.0	33.0	43.0	76.7	21.0	25.0	84.0	4.0	6.0	66.7	-0.4	3.0	5.0	3.0	3.0	5.0	78.0	0.0	0.0	0.0	25.0	1.0	3.0	0.0	0.0	0.0	0.0	61.0	10.0	7.0	16.0	61.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	5.0	2.45	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	5.0	3.0	3.0	1.0	1.0	3.0	33.3	2.0	27.0	11.0	40.7	5.0	14.0	8.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	103.0	3.0	13.0	50.0	52.0	6.0	103.0	6.0	13.0	46.2	6.0	0.0	86.0	594.0	335.0	103.0	84.0	81.6	5.0	4.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	8.0	1.0	3.0	25.0
